event_id,event_frequency,cell_id,turbine_id,failure_mode,p_failure,windspeed_ms,failure_cause,component,repair_time_hr,materials_usd,service_equipment,operation_reduction,is_unscheduled
93,0.041666666666666664,311,C311_T186,blade_major_typhoon,0.01,36.40305282822187,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,312,C312_T002,pitch_extremewind_typhoon,0.1,53.6990146915364,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,312,C312_T002,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
634,0.041666666666666664,312,C312_T003,pitch_extremewind_typhoon,0.01,34.195813182208916,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,312,C312_T006,pitch_extremewind_typhoon,0.03,41.010610066529225,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,312,C312_T011,blade_major_typhoon,0.05,53.6990146915364,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,312,C312_T011,pitch_extremewind_typhoon,0.1,53.6990146915364,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,312,C312_T017,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,312,C312_T021,blade_major_typhoon,0.05,53.6990146915364,typhoon,blade,120,350000,DSV,1.0,1
253,0.041666666666666664,312,C312_T021,pitch_extremewind_typhoon,0.03,43.46217819131156,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,312,C312_T021,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
93,0.041666666666666664,312,C312_T022,blade_major_typhoon,0.01,38.484871235004,typhoon,blade,120,350000,DSV,1.0,1
634,0.041666666666666664,312,C312_T025,pitch_extremewind_typhoon,0.01,34.195813182208916,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,312,C312_T026,pitch_extremewind_typhoon,0.1,53.6990146915364,typhoon,pitch_system,24,40000,CTV,0.5,1
253,0.041666666666666664,312,C312_T031,pitch_extremewind_typhoon,0.03,43.46217819131156,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,312,C312_T032,pitch_extremewind_typhoon,0.03,48.05808230154961,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,312,C312_T035,pitch_extremewind_typhoon,0.1,53.6990146915364,typhoon,pitch_system,24,40000,CTV,0.5,1
208,0.041666666666666664,312,C312_T037,pitch_extremewind_typhoon,0.01,30.14569380043571,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,312,C312_T038,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
634,0.041666666666666664,312,C312_T039,pitch_extremewind_typhoon,0.01,34.195813182208916,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,312,C312_T042,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
372,0.041666666666666664,312,C312_T051,pitch_extremewind_typhoon,0.03,43.551249952126625,typhoon,pitch_system,24,40000,CTV,0.5,1
634,0.041666666666666664,312,C312_T052,pitch_extremewind_typhoon,0.01,34.195813182208916,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,312,C312_T055,blade_major_typhoon,0.05,53.6990146915364,typhoon,blade,120,350000,DSV,1.0,1
586,0.041666666666666664,312,C312_T058,pitch_extremewind_typhoon,0.03,48.05808230154961,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,312,C312_T059,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
634,0.041666666666666664,312,C312_T062,pitch_extremewind_typhoon,0.01,34.195813182208916,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,312,C312_T064,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,312,C312_T065,pitch_extremewind_typhoon,0.1,53.6990146915364,typhoon,pitch_system,24,40000,CTV,0.5,1
372,0.041666666666666664,312,C312_T066,blade_major_typhoon,0.01,43.551249952126625,typhoon,blade,120,350000,DSV,1.0,1
372,0.041666666666666664,312,C312_T066,pitch_extremewind_typhoon,0.03,43.551249952126625,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,312,C312_T068,pitch_extremewind_typhoon,0.1,53.6990146915364,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,312,C312_T071,pitch_extremewind_typhoon,0.1,53.6990146915364,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,312,C312_T072,pitch_extremewind_typhoon,0.03,41.010610066529225,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,312,C312_T086,blade_major_typhoon,0.05,53.6990146915364,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,312,C312_T086,pitch_extremewind_typhoon,0.1,53.6990146915364,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,312,C312_T086,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
372,0.041666666666666664,312,C312_T090,pitch_extremewind_typhoon,0.03,43.551249952126625,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,312,C312_T090,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
208,0.041666666666666664,312,C312_T096,pitch_extremewind_typhoon,0.01,30.14569380043571,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,312,C312_T100,pitch_extremewind_typhoon,0.1,53.6990146915364,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,312,C312_T102,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,312,C312_T103,blade_major_typhoon,0.05,53.6990146915364,typhoon,blade,120,350000,DSV,1.0,1
586,0.041666666666666664,312,C312_T104,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,312,C312_T108,pitch_extremewind_typhoon,0.1,53.6990146915364,typhoon,pitch_system,24,40000,CTV,0.5,1
253,0.041666666666666664,312,C312_T108,blade_major_typhoon,0.01,43.46217819131156,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,312,C312_T110,pitch_extremewind_typhoon,0.1,53.6990146915364,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,312,C312_T112,blade_major_typhoon,0.01,41.010610066529225,typhoon,blade,120,350000,DSV,1.0,1
586,0.041666666666666664,312,C312_T115,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
586,0.041666666666666664,312,C312_T118,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
586,0.041666666666666664,312,C312_T121,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
365,0.041666666666666664,312,C312_T141,pitch_extremewind_typhoon,0.03,41.010610066529225,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,312,C312_T146,pitch_extremewind_typhoon,0.03,41.010610066529225,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,312,C312_T149,blade_major_typhoon,0.05,53.6990146915364,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,312,C312_T154,pitch_extremewind_typhoon,0.1,53.6990146915364,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,312,C312_T160,pitch_extremewind_typhoon,0.03,48.05808230154961,typhoon,pitch_system,24,40000,CTV,0.5,1
253,0.041666666666666664,312,C312_T166,pitch_extremewind_typhoon,0.03,43.46217819131156,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,312,C312_T174,pitch_extremewind_typhoon,0.1,53.6990146915364,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,312,C312_T175,pitch_extremewind_typhoon,0.03,41.010610066529225,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,312,C312_T177,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
93,0.041666666666666664,312,C312_T179,blade_major_typhoon,0.01,38.484871235004,typhoon,blade,120,350000,DSV,1.0,1
586,0.041666666666666664,312,C312_T183,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
586,0.041666666666666664,312,C312_T186,blade_major_typhoon,0.05,48.05808230154961,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T003,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
586,0.041666666666666664,313,C313_T004,pitch_extremewind_typhoon,0.03,49.00072507481471,typhoon,pitch_system,24,40000,CTV,0.5,1
208,0.041666666666666664,313,C313_T005,pitch_extremewind_typhoon,0.01,34.514540537531964,typhoon,pitch_system,24,40000,CTV,0.5,1
615,0.041666666666666664,313,C313_T007,pitch_extremewind_typhoon,0.01,35.123040494479305,typhoon,pitch_system,24,40000,CTV,0.5,1
372,0.041666666666666664,313,C313_T009,blade_major_typhoon,0.05,49.9106858184624,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T012,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
253,0.041666666666666664,313,C313_T014,pitch_extremewind_typhoon,0.03,43.235900250359094,typhoon,pitch_system,24,40000,CTV,0.5,1
372,0.041666666666666664,313,C313_T014,blade_major_typhoon,0.05,49.9106858184624,typhoon,blade,120,350000,DSV,1.0,1
208,0.041666666666666664,313,C313_T017,pitch_extremewind_typhoon,0.01,34.514540537531964,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T023,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
365,0.041666666666666664,313,C313_T023,pitch_extremewind_typhoon,0.03,40.17730305696604,typhoon,pitch_system,24,40000,CTV,0.5,1
372,0.041666666666666664,313,C313_T023,blade_major_typhoon,0.05,49.9106858184624,typhoon,blade,120,350000,DSV,1.0,1
93,0.041666666666666664,313,C313_T024,pitch_extremewind_typhoon,0.03,40.03450523362427,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T025,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
253,0.041666666666666664,313,C313_T026,pitch_extremewind_typhoon,0.03,43.235900250359094,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T027,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T028,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T034,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T034,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T035,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T038,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T039,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T043,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
586,0.041666666666666664,313,C313_T046,blade_major_typhoon,0.05,49.00072507481471,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T049,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
93,0.041666666666666664,313,C313_T051,pitch_extremewind_typhoon,0.03,40.03450523362427,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T052,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T054,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
253,0.041666666666666664,313,C313_T054,pitch_extremewind_typhoon,0.03,43.235900250359094,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T055,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
372,0.041666666666666664,313,C313_T056,blade_major_typhoon,0.05,49.9106858184624,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T058,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T058,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,313,C313_T058,pitch_extremewind_typhoon,0.03,49.00072507481471,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T061,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T065,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
586,0.041666666666666664,313,C313_T066,blade_major_typhoon,0.05,49.00072507481471,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T069,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
93,0.041666666666666664,313,C313_T073,pitch_extremewind_typhoon,0.03,40.03450523362427,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,313,C313_T074,pitch_extremewind_typhoon,0.03,49.00072507481471,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T077,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T080,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
365,0.041666666666666664,313,C313_T080,blade_major_typhoon,0.01,40.17730305696604,typhoon,blade,120,350000,DSV,1.0,1
615,0.041666666666666664,313,C313_T080,blade_major_typhoon,0.01,35.123040494479305,typhoon,blade,120,350000,DSV,1.0,1
253,0.041666666666666664,313,C313_T082,pitch_extremewind_typhoon,0.03,43.235900250359094,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,313,C313_T082,pitch_extremewind_typhoon,0.03,40.17730305696604,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T085,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T086,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T088,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,313,C313_T090,pitch_extremewind_typhoon,0.03,40.17730305696604,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T091,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
372,0.041666666666666664,313,C313_T092,blade_major_typhoon,0.05,49.9106858184624,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T093,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T095,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,313,C313_T095,pitch_extremewind_typhoon,0.03,40.17730305696604,typhoon,pitch_system,24,40000,CTV,0.5,1
372,0.041666666666666664,313,C313_T095,blade_major_typhoon,0.05,49.9106858184624,typhoon,blade,120,350000,DSV,1.0,1
586,0.041666666666666664,313,C313_T096,blade_major_typhoon,0.05,49.00072507481471,typhoon,blade,120,350000,DSV,1.0,1
372,0.041666666666666664,313,C313_T097,blade_major_typhoon,0.05,49.9106858184624,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T098,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T099,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
372,0.041666666666666664,313,C313_T101,pitch_extremewind_typhoon,0.03,49.9106858184624,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T104,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T104,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T107,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,313,C313_T107,pitch_extremewind_typhoon,0.03,40.17730305696604,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T109,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
365,0.041666666666666664,313,C313_T112,blade_major_typhoon,0.01,40.17730305696604,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T115,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T118,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T118,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,313,C313_T119,pitch_extremewind_typhoon,0.03,40.17730305696604,typhoon,pitch_system,24,40000,CTV,0.5,1
253,0.041666666666666664,313,C313_T121,blade_major_typhoon,0.01,43.235900250359094,typhoon,blade,120,350000,DSV,1.0,1
586,0.041666666666666664,313,C313_T121,blade_major_typhoon,0.05,49.00072507481471,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T128,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
615,0.041666666666666664,313,C313_T128,pitch_extremewind_typhoon,0.01,35.123040494479305,typhoon,pitch_system,24,40000,CTV,0.5,1
93,0.041666666666666664,313,C313_T131,pitch_extremewind_typhoon,0.03,40.03450523362427,typhoon,pitch_system,24,40000,CTV,0.5,1
372,0.041666666666666664,313,C313_T134,pitch_extremewind_typhoon,0.03,49.9106858184624,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T138,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T140,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T141,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
586,0.041666666666666664,313,C313_T141,blade_major_typhoon,0.05,49.00072507481471,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T143,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
93,0.041666666666666664,313,C313_T147,pitch_extremewind_typhoon,0.03,40.03450523362427,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T153,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T157,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T159,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
586,0.041666666666666664,313,C313_T159,blade_major_typhoon,0.05,49.00072507481471,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T160,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T162,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T163,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
253,0.041666666666666664,313,C313_T163,pitch_extremewind_typhoon,0.03,43.235900250359094,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,313,C313_T164,pitch_extremewind_typhoon,0.03,40.17730305696604,typhoon,pitch_system,24,40000,CTV,0.5,1
93,0.041666666666666664,313,C313_T165,pitch_extremewind_typhoon,0.03,40.03450523362427,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T165,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T165,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T167,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,313,C313_T167,blade_major_typhoon,0.01,40.17730305696604,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T171,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,313,C313_T174,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T175,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
253,0.041666666666666664,313,C313_T175,pitch_extremewind_typhoon,0.03,43.235900250359094,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T178,pitch_extremewind_typhoon,0.1,59.86118955948767,typhoon,pitch_system,24,40000,CTV,0.5,1
93,0.041666666666666664,313,C313_T180,pitch_extremewind_typhoon,0.03,40.03450523362427,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,313,C313_T180,blade_major_typhoon,0.2,59.86118955948767,typhoon,blade,120,350000,DSV,1.0,1
615,0.041666666666666664,313,C313_T180,blade_major_typhoon,0.01,35.123040494479305,typhoon,blade,120,350000,DSV,1.0,1
372,0.041666666666666664,313,C313_T182,pitch_extremewind_typhoon,0.03,49.9106858184624,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,313,C313_T184,pitch_extremewind_typhoon,0.03,40.17730305696604,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T001,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T002,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T003,blade_major_typhoon,0.2,61.628799892236394,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,314,C314_T004,blade_major_typhoon,0.2,61.628799892236394,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,314,C314_T004,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T005,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
372,0.041666666666666664,314,C314_T005,pitch_extremewind_typhoon,0.03,44.245578905606195,typhoon,pitch_system,24,40000,CTV,0.5,1
93,0.041666666666666664,314,C314_T007,blade_major_typhoon,0.01,41.14977699760278,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,314,C314_T007,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
372,0.041666666666666664,314,C314_T008,pitch_extremewind_typhoon,0.03,44.245578905606195,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T011,blade_major_typhoon,0.2,61.628799892236394,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,314,C314_T014,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T016,blade_major_typhoon,0.2,61.628799892236394,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,314,C314_T017,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T019,blade_major_typhoon,0.2,61.628799892236394,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,314,C314_T019,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T021,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,314,C314_T021,pitch_extremewind_typhoon,0.03,40.131375308285776,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T022,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
365,0.041666666666666664,314,C314_T024,blade_major_typhoon,0.01,40.131375308285776,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,314,C314_T025,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
372,0.041666666666666664,314,C314_T026,blade_major_typhoon,0.01,44.245578905606195,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,314,C314_T029,blade_major_typhoon,0.2,61.628799892236394,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,314,C314_T030,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T036,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T037,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T038,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T039,blade_major_typhoon,0.2,61.628799892236394,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,314,C314_T039,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T040,blade_major_typhoon,0.2,61.628799892236394,typhoon,blade,120,350000,DSV,1.0,1
253,0.041666666666666664,314,C314_T040,pitch_extremewind_typhoon,0.03,43.33901346099581,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T041,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
586,0.041666666666666664,314,C314_T042,blade_major_typhoon,0.05,46.74768631647855,typhoon,blade,120,350000,DSV,1.0,1
171,0.041666666666666664,314,C314_T045,pitch_extremewind_typhoon,0.25,61.628799892236394,typhoon,pitch_system,24,40000,CTV,0.5,1
171,0.041666666666666664,314,C314_T046,blade_major_typhoon,0.2,61.628799892236394,typhoon,blade,120,350000,DSV,1.0,1
