id,substation_id,name,type,longitude,latitude,string,order,distance,subassembly,upstream_cable
OSS1,OSS1,OSS1,substation,107.5,8.75,,,,osw_substation.yaml,export.yaml
S00T1,OSS1,S00T1,turbine,107.45928176055688,8.692120209090744,0,0,0,E-160-EP5.yaml,array.yaml
S00T2,OSS1,S00T2,turbine,107.46946132041765,8.692120209090744,0,1,0,E-160-EP5.yaml,array.yaml
S00T3,OSS1,S00T3,turbine,107.47964088027844,8.692120209090744,0,2,0,E-160-EP5.yaml,array.yaml
S00T4,OSS1,S00T4,turbine,107.48982044013921,8.692120209090744,0,3,0,E-160-EP5.yaml,array.yaml
S00T5,OSS1,S00T5,turbine,107.5,8.692120209090744,0,4,0,E-160-EP5.yaml,array.yaml
S00T6,OSS1,S00T6,turbine,107.51017955986079,8.692120209090744,0,5,0,E-160-EP5.yaml,array.yaml
S00T7,OSS1,S00T7,turbine,107.52035911972156,8.692120209090744,0,6,0,E-160-EP5.yaml,array.yaml
S00T8,OSS1,S00T8,turbine,107.53053867958235,8.692120209090744,0,7,0,E-160-EP5.yaml,array.yaml
S00T9,OSS1,S00T9,turbine,107.54071823944312,8.692120209090744,0,8,0,E-160-EP5.yaml,array.yaml
S00T10,OSS1,S00T10,turbine,107.45928176055688,8.70659015681806,0,9,0,E-160-EP5.yaml,array.yaml
S00T11,OSS1,S00T11,turbine,107.46946132041765,8.70659015681806,0,10,0,E-160-EP5.yaml,array.yaml
S00T12,OSS1,S00T12,turbine,107.47964088027844,8.70659015681806,0,11,0,E-160-EP5.yaml,array.yaml
S00T13,OSS1,S00T13,turbine,107.48982044013921,8.70659015681806,0,12,0,E-160-EP5.yaml,array.yaml
S00T14,OSS1,S00T14,turbine,107.5,8.70659015681806,0,13,0,E-160-EP5.yaml,array.yaml
S00T15,OSS1,S00T15,turbine,107.51017955986079,8.70659015681806,0,14,0,E-160-EP5.yaml,array.yaml
S00T16,OSS1,S00T16,turbine,107.52035911972156,8.70659015681806,0,15,0,E-160-EP5.yaml,array.yaml
S00T17,OSS1,S00T17,turbine,107.53053867958235,8.70659015681806,0,16,0,E-160-EP5.yaml,array.yaml
S00T18,OSS1,S00T18,turbine,107.54071823944312,8.70659015681806,0,17,0,E-160-EP5.yaml,array.yaml
S00T19,OSS1,S00T19,turbine,107.45928176055688,8.721060104545373,0,18,0,E-160-EP5.yaml,array.yaml
S00T20,OSS1,S00T20,turbine,107.46946132041765,8.721060104545373,0,19,0,E-160-EP5.yaml,array.yaml
S00T21,OSS1,S00T21,turbine,107.47964088027844,8.721060104545373,0,20,0,E-160-EP5.yaml,array.yaml
S00T22,OSS1,S00T22,turbine,107.48982044013921,8.721060104545373,0,21,0,E-160-EP5.yaml,array.yaml
S00T23,OSS1,S00T23,turbine,107.5,8.721060104545373,0,22,0,E-160-EP5.yaml,array.yaml
S00T24,OSS1,S00T24,turbine,107.51017955986079,8.721060104545373,0,23,0,E-160-EP5.yaml,array.yaml
S00T25,OSS1,S00T25,turbine,107.52035911972156,8.721060104545373,0,24,0,E-160-EP5.yaml,array.yaml
S00T26,OSS1,S00T26,turbine,107.53053867958235,8.721060104545373,0,25,0,E-160-EP5.yaml,array.yaml
S00T27,OSS1,S00T27,turbine,107.54071823944312,8.721060104545373,0,26,0,E-160-EP5.yaml,array.yaml
S00T28,OSS1,S00T28,turbine,107.45928176055688,8.735530052272686,0,27,0,E-160-EP5.yaml,array.yaml
S00T29,OSS1,S00T29,turbine,107.46946132041765,8.735530052272686,0,28,0,E-160-EP5.yaml,array.yaml
S00T30,OSS1,S00T30,turbine,107.47964088027844,8.735530052272686,0,29,0,E-160-EP5.yaml,array.yaml
S00T31,OSS1,S00T31,turbine,107.48982044013921,8.735530052272686,0,30,0,E-160-EP5.yaml,array.yaml
S00T32,OSS1,S00T32,turbine,107.5,8.735530052272686,0,31,0,E-160-EP5.yaml,array.yaml
S00T33,OSS1,S00T33,turbine,107.51017955986079,8.735530052272686,0,32,0,E-160-EP5.yaml,array.yaml
S00T34,OSS1,S00T34,turbine,107.52035911972156,8.735530052272686,0,33,0,E-160-EP5.yaml,array.yaml
S00T35,OSS1,S00T35,turbine,107.53053867958235,8.735530052272686,0,34,0,E-160-EP5.yaml,array.yaml
S00T36,OSS1,S00T36,turbine,107.54071823944312,8.735530052272686,0,35,0,E-160-EP5.yaml,array.yaml
S00T37,OSS1,S00T37,turbine,107.45928176055688,8.75,0,36,0,E-160-EP5.yaml,array.yaml
S00T38,OSS1,S00T38,turbine,107.46946132041765,8.75,0,37,0,E-160-EP5.yaml,array.yaml
S00T39,OSS1,S00T39,turbine,107.47964088027844,8.75,0,38,0,E-160-EP5.yaml,array.yaml
S00T40,OSS1,S00T40,turbine,107.48982044013921,8.75,0,39,0,E-160-EP5.yaml,array.yaml
S00T41,OSS1,S00T41,turbine,107.5,8.75,0,40,0,E-160-EP5.yaml,array.yaml
S00T42,OSS1,S00T42,turbine,107.51017955986079,8.75,0,41,0,E-160-EP5.yaml,array.yaml
S00T43,OSS1,S00T43,turbine,107.52035911972156,8.75,0,42,0,E-160-EP5.yaml,array.yaml
S00T44,OSS1,S00T44,turbine,107.53053867958235,8.75,0,43,0,E-160-EP5.yaml,array.yaml
S00T45,OSS1,S00T45,turbine,107.54071823944312,8.75,0,44,0,E-160-EP5.yaml,array.yaml
S00T46,OSS1,S00T46,turbine,107.45928176055688,8.764469947727314,0,45,0,E-160-EP5.yaml,array.yaml
S00T47,OSS1,S00T47,turbine,107.46946132041765,8.764469947727314,0,46,0,E-160-EP5.yaml,array.yaml
S00T48,OSS1,S00T48,turbine,107.47964088027844,8.764469947727314,0,47,0,E-160-EP5.yaml,array.yaml
S00T49,OSS1,S00T49,turbine,107.48982044013921,8.764469947727314,0,48,0,E-160-EP5.yaml,array.yaml
S00T50,OSS1,S00T50,turbine,107.5,8.764469947727314,0,49,0,E-160-EP5.yaml,array.yaml
S00T51,OSS1,S00T51,turbine,107.51017955986079,8.764469947727314,0,50,0,E-160-EP5.yaml,array.yaml
S00T52,OSS1,S00T52,turbine,107.52035911972156,8.764469947727314,0,51,0,E-160-EP5.yaml,array.yaml
S00T53,OSS1,S00T53,turbine,107.53053867958235,8.764469947727314,0,52,0,E-160-EP5.yaml,array.yaml
S00T54,OSS1,S00T54,turbine,107.54071823944312,8.764469947727314,0,53,0,E-160-EP5.yaml,array.yaml
S00T55,OSS1,S00T55,turbine,107.45928176055688,8.778939895454627,0,54,0,E-160-EP5.yaml,array.yaml
S00T56,OSS1,S00T56,turbine,107.46946132041765,8.778939895454627,0,55,0,E-160-EP5.yaml,array.yaml
S00T57,OSS1,S00T57,turbine,107.47964088027844,8.778939895454627,0,56,0,E-160-EP5.yaml,array.yaml


