id,substation_id,name,type,longitude,latitude,string,order,distance,subassembly,upstream_cable
S00T17,OSS1,S00T17,turbine,107.4465573107309,8.72829507840903,0,16,0,IEA 15 MW Reference.yaml,array.yaml
S00T18,OSS1,S00T18,turbine,107.46182665052207,8.72829507840903,0,17,0,IEA 15 MW Reference.yaml,array.yaml
S00T19,OSS1,S00T19,turbine,107.47709599031325,8.72829507840903,0,18,0,IEA 15 MW Reference.yaml,array.yaml
S00T20,OSS1,S00T20,turbine,107.49236533010442,8.72829507840903,0,19,0,IEA 15 MW Reference.yaml,array.yaml
S00T21,OSS1,S00T21,turbine,107.50763466989558,8.72829507840903,0,20,0,IEA 15 MW Reference.yaml,array.yaml
S00T22,OSS1,S00T22,turbine,107.52290400968675,8.72829507840903,0,21,0,IEA 15 MW Reference.yaml,array.yaml
S00T23,OSS1,S00T23,turbine,107.53817334947793,8.72829507840903,0,22,0,IEA 15 MW Reference.yaml,array.yaml
S00T24,OSS1,S00T24,turbine,107.5534426892691,8.72829507840903,0,23,0,IEA 15 MW Reference.yaml,array.yaml
S00T25,OSS1,S00T25,turbine,107.4465573107309,8.75,0,24,0,IEA 15 MW Reference.yaml,array.yaml
S00T26,OSS1,S00T26,turbine,107.46182665052207,8.75,0,25,0,IEA 15 MW Reference.yaml,array.yaml
S00T27,OSS1,S00T27,turbine,107.47709599031325,8.75,0,26,0,IEA 15 MW Reference.yaml,array.yaml
S00T28,OSS1,S00T28,turbine,107.49236533010442,8.75,0,27,0,IEA 15 MW Reference.yaml,array.yaml
S00T29,OSS1,S00T29,turbine,107.50763466989558,8.75,0,28,0,IEA 15 MW Reference.yaml,array.yaml
S00T30,OSS1,S00T30,turbine,107.52290400968675,8.75,0,29,0,IEA 15 MW Reference.yaml,array.yaml
S00T31,OSS1,S00T31,turbine,107.53817334947793,8.75,0,30,0,IEA 15 MW Reference.yaml,array.yaml
S00T32,OSS1,S00T32,turbine,107.5534426892691,8.75,0,31,0,IEA 15 MW Reference.yaml,array.yaml
S00T33,OSS1,S00T33,turbine,107.4465573107309,8.77170492159097,0,32,0,IEA 15 MW Reference.yaml,array.yaml
S00T34,OSS1,S00T34,turbine,107.46182665052207,8.77170492159097,0,33,0,IEA 15 MW Reference.yaml,array.yaml
S00T35,OSS1,S00T35,turbine,107.47709599031325,8.77170492159097,0,34,0,IEA 15 MW Reference.yaml,array.yaml
S00T36,OSS1,S00T36,turbine,107.49236533010442,8.77170492159097,0,35,0,IEA 15 MW Reference.yaml,array.yaml
S00T37,OSS1,S00T37,turbine,107.50763466989558,8.77170492159097,0,36,0,IEA 15 MW Reference.yaml,array.yaml
S00T38,OSS1,S00T38,turbine,107.52290400968675,8.77170492159097,0,37,0,IEA 15 MW Reference.yaml,array.yaml
S00T39,OSS1,S00T39,turbine,107.53817334947793,8.77170492159097,0,38,0,IEA 15 MW Reference.yaml,array.yaml
S00T40,OSS1,S00T40,turbine,107.5534426892691,8.77170492159097,0,39,0,IEA 15 MW Reference.yaml,array.yaml
S00T41,OSS1,S00T41,turbine,107.4465573107309,8.79340984318194,0,40,0,IEA 15 MW Reference.yaml,array.yaml
S00T42,OSS1,S00T42,turbine,107.46182665052207,8.79340984318194,0,41,0,IEA 15 MW Reference.yaml,array.yaml
S00T43,OSS1,S00T43,turbine,107.47709599031325,8.79340984318194,0,42,0,IEA 15 MW Reference.yaml,array.yaml
S00T44,OSS1,S00T44,turbine,107.49236533010442,8.79340984318194,0,43,0,IEA 15 MW Reference.yaml,array.yaml
S00T45,OSS1,S00T45,turbine,107.50763466989558,8.79340984318194,0,44,0,IEA 15 MW Reference.yaml,array.yaml
S00T46,OSS1,S00T46,turbine,107.52290400968675,8.79340984318194,0,45,0,IEA 15 MW Reference.yaml,array.yaml
S00T47,OSS1,S00T47,turbine,107.53817334947793,8.79340984318194,0,46,0,IEA 15 MW Reference.yaml,array.yaml
S00T48,OSS1,S00T48,turbine,107.5534426892691,8.79340984318194,0,47,0,IEA 15 MW Reference.yaml,array.yaml
S00T49,OSS1,S00T49,turbine,107.4465573107309,8.815114764772913,0,48,0,IEA 15 MW Reference.yaml,array.yaml
S00T50,OSS1,S00T50,turbine,107.46182665052207,8.815114764772913,0,49,0,IEA 15 MW Reference.yaml,array.yaml
S00T51,OSS1,S00T51,turbine,107.47709599031325,8.815114764772913,0,50,0,IEA 15 MW Reference.yaml,array.yaml
S00T52,OSS1,S00T52,turbine,107.49236533010442,8.815114764772913,0,51,0,IEA 15 MW Reference.yaml,array.yaml
S00T53,OSS1,S00T53,turbine,107.50763466989558,8.815114764772913,0,52,0,IEA 15 MW Reference.yaml,array.yaml
