id,substation_id,name,type,longitude,latitude,string,order,distance,subassembly,upstream_cable
OSS1,OSS1,OSS1,substation,107.5,8.75,,,,osw_substation.yaml,export.yaml
T1,OSS1,T1,turbine,107.50750742539732,8.75,0,0,0,V236-15.0 MW.yaml,array.yaml
T2,OSS1,T2,turbine,107.52252227619198,8.75,0,1,0,V236-15.0 MW.yaml,array.yaml
T3,OSS1,T3,turbine,107.52252227619198,8.771343172897788,0,2,0,V236-15.0 MW.yaml,array.yaml
T4,OSS1,T4,turbine,107.53753712698663,8.75,0,3,0,V236-15.0 MW.yaml,array.yaml
T5,OSS1,T5,turbine,107.53753712698663,8.771343172897788,0,4,0,V236-15.0 MW.yaml,array.yaml
T6,OSS1,T6,turbine,107.55255197778129,8.75,0,5,0,V236-15.0 MW.yaml,array.yaml
T7,OSS1,T7,turbine,107.55255197778129,8.771343172897788,0,6,0,V236-15.0 MW.yaml,array.yaml
T8,OSS1,T8,turbine,107.55255197778129,8.792686345795575,0,7,0,V236-15.0 MW.yaml,array.yaml
T9,OSS1,T9,turbine,107.50750742539732,8.771343172897788,1,0,0,V236-15.0 MW.yaml,array.yaml
T10,OSS1,T10,turbine,107.50750742539732,8.792686345795575,1,1,0,V236-15.0 MW.yaml,array.yaml
T11,OSS1,T11,turbine,107.52252227619198,8.792686345795575,1,2,0,V236-15.0 MW.yaml,array.yaml
T12,OSS1,T12,turbine,107.53753712698663,8.792686345795575,1,3,0,V236-15.0 MW.yaml,array.yaml
T13,OSS1,T13,turbine,107.50750742539732,8.814029518693363,1,4,0,V236-15.0 MW.yaml,array.yaml
T14,OSS1,T14,turbine,107.49249257460268,8.771343172897788,2,0,0,V236-15.0 MW.yaml,array.yaml
T15,OSS1,T15,turbine,107.49249257460268,8.792686345795575,2,1,0,V236-15.0 MW.yaml,array.yaml
T16,OSS1,T16,turbine,107.47747772380802,8.792686345795575,2,2,0,V236-15.0 MW.yaml,array.yaml
T17,OSS1,T17,turbine,107.46246287301337,8.792686345795575,2,3,0,V236-15.0 MW.yaml,array.yaml
T18,OSS1,T18,turbine,107.49249257460268,8.814029518693363,2,4,0,V236-15.0 MW.yaml,array.yaml
T19,OSS1,T19,turbine,107.47747772380802,8.814029518693363,2,5,0,V236-15.0 MW.yaml,array.yaml
T20,OSS1,T20,turbine,107.46246287301337,8.814029518693363,2,6,0,V236-15.0 MW.yaml,array.yaml
T21,OSS1,T21,turbine,107.44744802221871,8.814029518693363,2,7,0,V236-15.0 MW.yaml,array.yaml
T22,OSS1,T22,turbine,107.47747772380802,8.771343172897788,3,0,0,V236-15.0 MW.yaml,array.yaml
T23,OSS1,T23,turbine,107.46246287301337,8.771343172897788,3,1,0,V236-15.0 MW.yaml,array.yaml
T24,OSS1,T24,turbine,107.44744802221871,8.771343172897788,3,2,0,V236-15.0 MW.yaml,array.yaml
