windspeed_ms,power_kw
4.0,168
4.5,385
5.0,655
5.5,985
6.0,1381
6.5,1848
7.0,2393
7.5,3022
8.0,3741
8.5,4556
9.0,5472
9.5,6496
10.0,7633
10.5,8890
11.0,10273
11.5,11787
12.0,13439
12.5,15234
13.0,17179
13.5,18000
14.0,18000
14.5,18000
15.0,18000
15.5,18000
16.0,18000
16.5,18000
17.0,18000
17.5,18000
18.0,18000
18.5,18000
19.0,18000
19.5,18000
20.0,18000
20.5,18000
21.0,18000
21.5,18000
22.0,18000
22.5,18000
23.0,18000
23.5,18000
24.0,18000
24.5,18000
25.0,18000
