windspeed_ms,power_kw
3.5,25
4.0,59
4.5,102
5.0,156
5.5,222
6.0,300
6.5,394
7.0,502
7.5,628
8.0,771
8.5,933
9.0,1116
9.5,1320
10.0,1547
10.5,1798
11.0,2073
11.5,2375
12.0,2704
12.5,3062
13.0,3450
13.5,3450
14.0,3450
14.5,3450
15.0,3450
15.5,3450
16.0,3450
16.5,3450
17.0,3450
17.5,3450
18.0,3450
18.5,3450
19.0,3450
19.5,3450
20.0,3450
20.5,3450
21.0,3450
21.5,3450
22.0,3450
22.5,3450
23.0,3450
23.5,3450
24.0,3450
24.5,3450
25.0,3450
