windspeed_ms,power_kw
3.5,174
4.0,405
4.5,701
5.0,1072
5.5,1525
6.0,2067
6.5,2709
7.0,3457
7.5,4319
8.0,5305
8.5,6422
9.0,7679
9.5,9083
10.0,10000
10.5,10000
11.0,10000
11.5,10000
12.0,10000
12.5,10000
13.0,10000
13.5,10000
14.0,10000
14.5,10000
15.0,10000
15.5,10000
16.0,10000
16.5,10000
17.0,10000
17.5,10000
18.0,10000
18.5,10000
19.0,10000
19.5,10000
20.0,10000
20.5,10000
21.0,10000
21.5,10000
22.0,10000
22.5,10000
23.0,10000
23.5,10000
24.0,10000
24.5,10000
25.0,10000
