windspeed_ms,power_kw
3.5,56
4.0,131
4.5,226
5.0,346
5.5,492
6.0,667
6.5,874
7.0,1116
7.5,1394
8.0,1712
8.5,2073
9.0,2478
9.5,2932
10.0,3435
10.5,3992
11.0,4604
11.5,5274
12.0,6005
12.5,6800
13.0,6800
13.5,6800
14.0,6800
14.5,6800
15.0,6800
15.5,6800
16.0,6800
16.5,6800
17.0,6800
17.5,6800
18.0,6800
18.5,6800
19.0,6800
19.5,6800
20.0,6800
20.5,6800
21.0,6800
21.5,6800
22.0,6800
22.5,6800
23.0,6800
23.5,6800
24.0,6800
24.5,6800
25.0,6800
25.5,6800
26.0,6800
