windspeed_ms,power_kw
4.5,22
5.0,50
5.5,83
6.0,124
6.5,171
7.0,227
7.5,291
8.0,364
8.5,447
9.0,541
9.5,645
10.0,761
10.5,889
11.0,1030
11.5,1184
12.0,1353
12.5,1536
13.0,1734
13.5,1948
14.0,2179
14.5,2426
15.0,2692
15.5,2975
16.0,3278
16.5,3600
17.0,3600
17.5,3600
18.0,3600
18.5,3600
19.0,3600
19.5,3600
20.0,3600
20.5,3600
21.0,3600
21.5,3600
22.0,3600
22.5,3600
23.0,3600
23.5,3600
24.0,3600
24.5,3600
25.0,3600
