run,random_seed,year,windfarm
1,1,2002,737371.766
1,1,2003,809781.723
1,1,2004,986296.396
1,1,2005,1100321.725
1,1,2006,1247438.622
1,1,2007,1290253.285
1,1,2008,1299102.735
1,1,2009,1293196.067
1,1,2010,1290626.464
1,1,2011,1289612.038
1,1,2012,1294011.522
1,1,2013,1289107.08
1,1,2014,1288762.507
1,1,2015,1288721.908
1,1,2016,1296645.327
1,1,2017,1289376.179
1,1,2018,1290100.049
1,1,2019,1289657.529
1,1,2020,1298076.052
1,1,2021,1291003.463
2,2,2002,78411599.824
2,2,2003,41423434.512
2,2,2004,2242259.746
2,2,2005,1717988.23
2,2,2006,1289238.859
2,2,2007,1289215.357
2,2,2008,1297505.764
2,2,2009,1287694.365
2,2,2010,1290519.383
2,2,2011,1286922.199
2,2,2012,1297546.366
2,2,2013,1287850.625
2,2,2014,1291050.571
2,2,2015,1289789.268
2,2,2016,1297737.889
2,2,2017,1288016.729
2,2,2018,1291022.612
2,2,2019,1287394.274
2,2,2020,1297450.633
2,2,2021,1289763.636
