run,random_seed,time_based_availability,production_based_availability
1,1,0.9844693012476434,0.9845862751912839
2,2,0.984096449199659,0.9840270435491341
3,3,0.9843366115494074,0.9844290046041809
4,4,0.9845813770108593,0.9847733180554367
5,5,0.9841467832254605,0.9841180707676919
6,6,0.9844928171443896,0.984700425934904
7,7,0.9845007224884021,0.9845888910193165
8,8,0.984372135563641,0.9843823461159049
9,9,0.9844364790598444,0.9846318221048257
10,10,0.9843997542338621,0.9843874957241375
11,11,0.9842181314568649,0.9843200246816998
12,12,0.9844021558573596,0.9846105970241981
13,13,0.9843800409076535,0.9844937702816758
14,14,0.9841689982428121,0.9841936589194886
15,15,0.984408259983749,0.9845157271706776
16,16,0.984432576421661,0.9847684810701044
17,17,0.984270767038518,0.9842906799092723
18,18,0.9843084925409576,0.9843442923755878
19,19,0.9844711024652665,0.9846143370071405
20,20,0.9843941504457013,0.9844610450389523
21,21,0.9844654986771058,0.984413955375299
22,22,0.9840961489967218,0.9840219143606295
23,23,0.9845265399410001,0.9846693081324331
24,24,0.9844857123415429,0.9847630214951962
25,25,0.9843236027554627,0.9842850224087257
26,26,0.9842358434301588,0.9843803463660084
27,27,0.9842163302392417,0.984124949412245
28,28,0.9843890469957691,0.9845743593300094
29,29,0.9842731686620155,0.9841736649068185
30,30,0.9845168333793645,0.984744029764678
