run,random_seed,year,operations,port_fees,equipment_cost,total_labor_cost,materials_cost,OpEx
1,1,2002,41831160.0,2000000.0,43677414.13466633,0,16228444,103737018.13466632
1,1,2003,41831160.0,2000000.0,54177472.00549325,0,17977344,115985976.00549325
1,1,2004,41945765.91780822,2000000.0,41462187.1391136,0,12926140,98334093.05692181
1,1,2005,41831160.0,2000000.0,26896177.028841577,0,7332158,78059495.02884158
1,1,2006,41831160.0,2000000.0,55933518.32363533,0,17748684,117513362.32363534
1,1,2007,41831160.0,2000000.0,42905444.527218185,0,7781693,94518297.5272182
1,1,2008,41945765.91780822,2000000.0,64521988.53985025,0,18236446,126704200.45765847
1,1,2009,41831160.0,2000000.0,58460315.45364494,0,8076522,110367997.45364493
1,1,2010,41831160.0,2000000.0,52107496.72918568,0,32533938,128472594.72918567
1,1,2011,41831160.0,2000000.0,45553515.503998026,0,12536894,101921569.50399803
1,1,2012,41945765.91780822,2000000.0,52741711.537767686,0,8500344,105187821.45557591
1,1,2013,41831160.0,2000000.0,28622493.546555337,0,7510513,79964166.54655534
1,1,2014,41831160.0,2000000.0,19194639.582168758,0,2555785,65581584.58216876
1,1,2015,41831160.0,2000000.0,49373441.40473784,0,17454097,110658698.40473783
1,1,2016,41945765.91780822,2000000.0,80480494.29577324,0,18387075,142813335.21358144
1,1,2017,41831160.0,2000000.0,20191315.422561206,0,2914100,66936575.422561206
1,1,2018,41831160.0,2000000.0,75433911.87601791,0,32720932,151986003.87601793
1,1,2019,41831160.0,2000000.0,55959503.95110918,0,27622896,127413559.95110917
1,1,2020,41945765.91780822,2000000.0,27406626.068555206,0,7305524,78657915.98636343
1,1,2021,41831160.0,2000000.0,27546667.27747247,0,17376274,88754101.27747247
2,2,2002,41831160.0,2000000.0,11684099.356983418,0,1056450,56571709.356983416
2,2,2003,41831160.0,2000000.0,22702305.76245467,0,2429527,68962992.76245467
2,2,2004,41945765.91780822,2000000.0,63952670.68563155,0,22766452,130664888.60343978
2,2,2005,41831160.0,2000000.0,79871504.57529324,0,23327699,147030363.57529324
2,2,2006,41831160.0,2000000.0,38381103.925238095,0,12842421,95054684.9252381
2,2,2007,41831160.0,2000000.0,33335912.861717604,0,17285748,94452820.86171761
2,2,2008,41945765.91780822,2000000.0,36760740.03980394,0,7724136,88430641.95761216
2,2,2009,41831160.0,2000000.0,43121547.79375156,0,17284369,104237076.79375157
2,2,2010,41831160.0,2000000.0,30282704.616662964,0,17488895,91602759.61666296
2,2,2011,41831160.0,2000000.0,59981253.37420411,0,7904543,111716956.3742041
2,2,2012,41945765.91780822,2000000.0,74282806.91702448,0,22940698,141169270.8348327
2,2,2013,41831160.0,2000000.0,54326091.087572515,0,32519598,130676849.08757252
2,2,2014,41831160.0,2000000.0,39766131.776073776,0,17360610,100957901.77607378
2,2,2015,41831160.0,2000000.0,72300351.22900456,0,23045579,139177090.22900456
2,2,2016,41945765.91780822,2000000.0,68121074.17408364,0,27685946,139752786.09189186
2,2,2017,41831160.0,2000000.0,93895409.48541307,0,33015079,170741648.48541307
2,2,2018,41831160.0,2000000.0,38132650.305098325,0,22579466,104543276.30509833
2,2,2019,41831160.0,2000000.0,19418763.448825795,0,7402184,70652107.44882579
2,2,2020,41945765.91780822,2000000.0,70251758.39130639,0,22762377,136959901.3091146
2,2,2021,41831160.0,2000000.0,53897308.978059925,0,27078216,124806684.97805992
