run,random_seed,time_based_availability,production_based_availability
1,1,0.9847823932256894,0.98463690717152
2,2,0.9846731784128694,0.9846039241657153
3,3,0.9849199403058763,0.9848458876838614
4,4,0.9850737574009867,0.9849914287172667
5,5,0.9845965971357293,0.984453922906113
6,6,0.9849024547151252,0.9848674350081434
7,7,0.9847735101715644,0.9846475883351065
8,8,0.9847197443176505,0.984540444730655
9,9,0.9846843991128167,0.984506381156812
10,10,0.9848813223968911,0.984821948072371
11,11,0.9845083276294775,0.9843642514568905
12,12,0.9848816964202227,0.9848524040374778
13,13,0.9847399415775556,0.9846051310794381
14,14,0.9848954417776581,0.9848782654801203
15,15,0.9846655109345721,0.9844385740645393
16,16,0.9846681290978931,0.9844053594249794
17,17,0.9846498954604789,0.9843048457684149
18,18,0.9848797327977319,0.9846799488331323
19,19,0.9849266727258447,0.9849529984445311
20,20,0.9845225405160773,0.9841177913887983
21,21,0.9848414889120783,0.9846022933563783
22,22,0.984588088104936,0.9843668233053463
23,23,0.9849378934257919,0.9846956510819255
24,24,0.9847595778024634,0.9846690525465859
25,25,0.9848049281314168,0.984683647860871
26,26,0.9848539251878532,0.9847983475672113
27,27,0.9845679843508638,0.9844198121875997
28,28,0.984876179576082,0.9848382786204221
29,29,0.9847771568990473,0.9845670315306295
30,30,0.984740502612553,0.9845442740666692
