run,random_seed,year,operations_management_administration,insurance,annual_leases_fees,operating_facilities,environmental_health_safety_monitoring,onshore_electrical_maintenance,labor
1,1,2002,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
1,1,2003,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
1,1,2004,13946104.109589042,11040665.753424658,1580558.4657534244,987849.0410958903,0.0,0.0,2905438.3561643832
1,1,2005,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
1,1,2006,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
1,1,2007,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
1,1,2008,13946104.109589042,11040665.753424658,1580558.4657534244,987849.0410958903,0.0,0.0,2905438.3561643832
1,1,2009,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
1,1,2010,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
1,1,2011,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
1,1,2012,13946104.109589042,11040665.753424658,1580558.4657534244,987849.0410958903,0.0,0.0,2905438.3561643832
1,1,2013,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
1,1,2014,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
1,1,2015,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
1,1,2016,13946104.109589042,11040665.753424658,1580558.4657534244,987849.0410958903,0.0,0.0,2905438.3561643832
1,1,2017,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
1,1,2018,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
1,1,2019,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
1,1,2020,13946104.109589042,11040665.753424658,1580558.4657534244,987849.0410958903,0.0,0.0,2905438.3561643832
1,1,2021,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2002,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2003,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2004,13946104.109589042,11040665.753424658,1580558.4657534244,987849.0410958903,0.0,0.0,2905438.3561643832
2,2,2005,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2006,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2007,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2008,13946104.109589042,11040665.753424658,1580558.4657534244,987849.0410958903,0.0,0.0,2905438.3561643832
2,2,2009,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2010,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2011,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2012,13946104.109589042,11040665.753424658,1580558.4657534244,987849.0410958903,0.0,0.0,2905438.3561643832
2,2,2013,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2014,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2015,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2016,13946104.109589042,11040665.753424658,1580558.4657534244,987849.0410958903,0.0,0.0,2905438.3561643832
2,2,2017,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2018,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2019,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
2,2,2020,13946104.109589042,11040665.753424658,1580558.4657534244,987849.0410958903,0.0,0.0,2905438.3561643832
2,2,2021,13908000.0,11010500.0,1576239.9999999998,985150.0,0.0,0.0,2897500.0
