run,random_seed,year,windfarm
1,1,2002,1768490.465
1,1,2003,2025406.098
1,1,2004,2486664.387
1,1,2005,2839193.655
1,1,2006,3081611.839
1,1,2007,3087476.612
1,1,2008,3114644.604
1,1,2009,3100656.864
1,1,2010,3099356.487
1,1,2011,3100779.291
1,1,2012,3106129.525
1,1,2013,3091792.598
1,1,2014,3096479.458
1,1,2015,3100141.586
1,1,2016,3108310.239
1,1,2017,3098042.473
1,1,2018,3090874.204
1,1,2019,3096022.508
1,1,2020,3115906.629
1,1,2021,3096539.191
2,2,2002,2469065931.2635574
2,2,2003,1900694031.8734086
2,2,2004,858753633.402898
2,2,2005,93871257.834
2,2,2006,3095488.727
2,2,2007,3093920.844
2,2,2008,3111345.961
2,2,2009,3095363.322
2,2,2010,3099755.634
2,2,2011,3091016.534
2,2,2012,3114746.343
2,2,2013,3093684.159
2,2,2014,3093808.349
2,2,2015,3093082.613
2,2,2016,3114995.501
2,2,2017,3091828.14
2,2,2018,3101053.872
2,2,2019,3097718.192
2,2,2020,3115305.039
2,2,2021,3098674.531
