run,random_seed,time_based_availability,production_based_availability
1,1,0.9845311430527036,0.985269864203678
2,2,0.9845043456924051,0.9852280721964409
3,3,0.9846064769973181,0.9853343607210444
4,4,0.9846252028635508,0.9852257409086573
5,5,0.9843161184507897,0.98491162810834
6,6,0.9845355554694596,0.9852723216129893
7,7,0.9845641823684131,0.9853147996451405
8,8,0.9845031618732754,0.9851105275993198
9,9,0.984554604195455,0.9851798532298176
10,10,0.9844086715827447,0.9849292682478124
11,11,0.9842863077327065,0.9847529474629207
12,12,0.984796856637351,0.9855716129193299
13,13,0.9846066922371599,0.9853316524497441
14,14,0.9844522576507002,0.9851201734912306
15,15,0.9842616627708255,0.9848190287937195
16,16,0.9843125669934008,0.9848112199900454
17,17,0.984409209682349,0.9848635277705621
18,18,0.9843973714910524,0.9848277212894271
19,19,0.9845725767222416,0.9851828056482667
20,20,0.9842192605219997,0.9846551082552101
21,21,0.9845124171864709,0.9851498714678525
22,22,0.9841456484961192,0.9846313430543016
23,23,0.984588073990848,0.9850718585960494
24,24,0.9846660984334844,0.9853753476459152
25,25,0.9845709624234285,0.9851600481178853
26,26,0.9846402696524738,0.9854963887064189
27,27,0.98443385464423,0.9848965950254592
28,28,0.9845719310027163,0.9851068415012272
29,29,0.9841533971304224,0.9845181619921763
30,30,0.9846881605172644,0.9852480253682209
