run,random_seed,time_based_availability,production_based_availability
1,1,0.984543551440774,0.9846246031036305
2,2,0.9839954809451189,0.9839989668001407
3,3,0.9843023884145683,0.9842714856157437
4,4,0.9844801085533821,0.984476096279403
5,5,0.9841819069691111,0.9842051693334756
6,6,0.98428477650892,0.9843249167809377
7,7,0.9842551564857844,0.9842837607684215
8,8,0.9844806088916107,0.9845633654852718
9,9,0.9844022559250053,0.9844954117305469
10,10,0.9844221693865053,0.9845413029717136
11,11,0.9840023856126742,0.9840272032681253
12,12,0.9842437487741713,0.984283072887617
13,13,0.9842658637238774,0.9841929594608525
14,14,0.9841833079161513,0.9841369852489579
15,15,0.9843945507162842,0.9844110829093115
16,16,0.9843218015378395,0.9843824539993983
17,17,0.9842678650767919,0.9842338874905493
18,18,0.9843622288667139,0.9843998283014882
19,19,0.9844092606602063,0.9845226894521288
20,20,0.9844680003682489,0.9845986393918345
21,21,0.983998783177428,0.9837155841400128
22,22,0.9843762383371158,0.984414652562586
23,23,0.9844798083504449,0.9845010553933293
24,24,0.9845173337175931,0.9847022224097625
25,25,0.9844640977300655,0.9844314999613777
26,26,0.9843842437487742,0.9844157158658763
27,27,0.9845218367616508,0.9847083012107378
28,28,0.9846513242952236,0.9847488575793235
29,29,0.9842741693384728,0.984132703032801
30,30,0.9844460855538344,0.9845392943044318
