run,random_seed,year,windfarm
1,1,2002,1106286.312
1,1,2003,1214044.398
1,1,2004,1468713.009
1,1,2005,1649770.065
1,1,2006,1864487.933
1,1,2007,1933020.571
1,1,2008,1943551.158
1,1,2009,1933805.188
1,1,2010,1935469.08
1,1,2011,1933734.605
1,1,2012,1940760.236
1,1,2013,1928728.548
1,1,2014,1934550.566
1,1,2015,1935383.06
1,1,2016,1942445.545
1,1,2017,1929895.037
1,1,2018,1934541.884
1,1,2019,1936272.955
1,1,2020,1945445.287
1,1,2021,1935127.372
2,2,2002,2917004.605
2,2,2003,3106758.282
2,2,2004,3284688.472
2,2,2005,3317839.724
2,2,2006,1935383.403
2,2,2007,1934309.642
2,2,2008,1943112.185
2,2,2009,1933315.205
2,2,2010,1935682.141
2,2,2011,1932549.371
2,2,2012,1943178.808
2,2,2013,1935557.059
2,2,2014,1931487.834
2,2,2015,1934330.927
2,2,2016,1944094.745
2,2,2017,1933245.414
2,2,2018,1934412.127
2,2,2019,1934850.03
2,2,2020,1945247.786
2,2,2021,1935658.503
