run,random_seed,year,windfarm
1,1,2002,1712708.416
1,1,2003,1937402.457
1,1,2004,2321871.2
1,1,2005,2623869.184
1,1,2006,2941727.944
1,1,2007,3032462.563
1,1,2008,3051101.458
1,1,2009,3037094.05
1,1,2010,3036049.741
1,1,2011,3036656.777
1,1,2012,3046171.956
1,1,2013,3030913.195
1,1,2014,3039905.531
1,1,2015,3028740.266
1,1,2016,3046089.651
1,1,2017,3034453.074
1,1,2018,3030310.883
1,1,2019,3036708.448
1,1,2020,3052560.774
1,1,2021,3034241.568
2,2,2002,5435771.629
2,2,2003,5441149.644
2,2,2004,5415675.027
2,2,2005,3906796.551
2,2,2006,3034777.598
2,2,2007,3035218.758
2,2,2008,3048191.309
2,2,2009,3034453.508
2,2,2010,3036572.263
2,2,2011,3031723.401
2,2,2012,3046027.889
2,2,2013,3028362.172
2,2,2014,3036960.331
2,2,2015,3037100.048
2,2,2016,3050985.474
2,2,2017,3037787.555
2,2,2018,3037377.627
2,2,2019,3036484.629
2,2,2020,3047038.198
2,2,2021,3036496.139
