run,random_seed,year,windfarm
1,1,2002,855229.971
1,1,2003,928173.358
1,1,2004,1127187.705
1,1,2005,1260113.852
1,1,2006,1434900.79
1,1,2007,1491365.02
1,1,2008,1501573.843
1,1,2009,1493151.163
1,1,2010,1493414.525
1,1,2011,1493271.645
1,1,2012,1496646.667
1,1,2013,1491634.93
1,1,2014,1490642.331
1,1,2015,1494274.277
1,1,2016,1500701.511
1,1,2017,1492407.106
1,1,2018,1491663.068
1,1,2019,1493261.834
1,1,2020,1503229.311
1,1,2021,1492586.158
2,2,2002,2291436.229
2,2,2003,2439110.771
2,2,2004,2545922.976
2,2,2005,2557325.522
2,2,2006,1490981.844
2,2,2007,1492282.437
2,2,2008,1500478.508
2,2,2009,1492243.015
2,2,2010,1494071.386
2,2,2011,1489593.675
2,2,2012,1500459.918
2,2,2013,1492952.176
2,2,2014,1494186.756
2,2,2015,1492077.621
2,2,2016,1501918.998
2,2,2017,1489801.7
2,2,2018,1491201.509
2,2,2019,1494288.864
2,2,2020,1502589.88
2,2,2021,1492437.771
