run,random_seed,year,operations_management_administration,insurance,annual_leases_fees,operating_facilities,environmental_health_safety_monitoring,onshore_electrical_maintenance,labor
1,1,2002,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
1,1,2003,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
1,1,2004,7626918.575342465,6037977.205479453,864384.1052054794,540240.0657534247,0.0,0.0,1588941.369863014
1,1,2005,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
1,1,2006,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
1,1,2007,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
1,1,2008,7626918.575342465,6037977.205479453,864384.1052054794,540240.0657534247,0.0,0.0,1588941.369863014
1,1,2009,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
1,1,2010,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
1,1,2011,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
1,1,2012,7626918.575342465,6037977.205479453,864384.1052054794,540240.0657534247,0.0,0.0,1588941.369863014
1,1,2013,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
1,1,2014,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
1,1,2015,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
1,1,2016,7626918.575342465,6037977.205479453,864384.1052054794,540240.0657534247,0.0,0.0,1588941.369863014
1,1,2017,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
1,1,2018,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
1,1,2019,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
1,1,2020,7626918.575342465,6037977.205479453,864384.1052054794,540240.0657534247,0.0,0.0,1588941.369863014
1,1,2021,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2002,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2003,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2004,7626918.575342465,6037977.205479453,864384.1052054794,540240.0657534247,0.0,0.0,1588941.369863014
2,2,2005,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2006,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2007,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2008,7626918.575342465,6037977.205479453,864384.1052054794,540240.0657534247,0.0,0.0,1588941.369863014
2,2,2009,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2010,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2011,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2012,7626918.575342465,6037977.205479453,864384.1052054794,540240.0657534247,0.0,0.0,1588941.369863014
2,2,2013,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2014,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2015,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2016,7626918.575342465,6037977.205479453,864384.1052054794,540240.0657534247,0.0,0.0,1588941.369863014
2,2,2017,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2018,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2019,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
2,2,2020,7626918.575342465,6037977.205479453,864384.1052054794,540240.0657534247,0.0,0.0,1588941.369863014
2,2,2021,7606079.999999999,6021480.000000001,862022.3999999999,538764.0,0.0,0.0,1584600.0000000002
