run,random_seed,year,operations,port_fees,equipment_cost,total_labor_cost,materials_cost,OpEx
1,1,2002,41700110.0,2000000.0,17199489.23196829,0,1189229,62088828.23196829
1,1,2003,41700110.0,2000000.0,44549535.527322546,0,12897912,101147557.52732255
1,1,2004,41814356.87671233,2000000.0,28211061.35901245,0,7888096,79913514.23572478
1,1,2005,41700110.0,2000000.0,36523205.97798302,0,7360396,87583711.97798303
1,1,2006,41700110.0,2000000.0,70006938.54394877,0,32913349,146620397.54394877
1,1,2007,41700110.0,2000000.0,25454942.514654182,0,2923168,72078220.51465419
1,1,2008,41814356.87671233,2000000.0,47156920.30510666,0,8127404,99098681.18181899
1,1,2009,41700110.0,2000000.0,57808351.980735,0,32462596,133971057.980735
1,1,2010,41700110.0,2000000.0,53977689.159958206,0,22293504,119971303.15995821
1,1,2011,41700110.0,2000000.0,49731235.949478805,0,22692845,116124190.9494788
1,1,2012,41814356.87671233,2000000.0,37895273.28987849,0,7797347,89506977.16659081
1,1,2013,41700110.0,2000000.0,39143987.19113657,0,8472261,91316358.19113657
1,1,2014,41700110.0,2000000.0,50512541.34255821,0,17802159,112014810.3425582
1,1,2015,41700110.0,2000000.0,32431272.107581217,0,12677407,88808789.10758121
1,1,2016,41814356.87671233,2000000.0,62036270.80123836,0,12989369,118839996.67795068
1,1,2017,41700110.0,2000000.0,34640356.79009939,0,23266819,101607285.79009938
1,1,2018,41700110.0,2000000.0,68316427.03852467,0,18256128,130272665.03852467
1,1,2019,41700110.0,2000000.0,16429813.780358242,0,17035842,77165765.78035824
1,1,2020,41814356.87671233,2000000.0,53887067.18599111,0,22449243,120150667.06270343
1,1,2021,41700110.0,2000000.0,19618905.132675055,0,12323232,75642247.13267505
2,2,2002,41700110.0,2000000.0,26410739.398603976,0,10975181,81086030.39860398
2,2,2003,41700110.0,2000000.0,14461745.351440696,0,2498672,60660527.3514407
2,2,2004,41814356.87671233,2000000.0,44211234.1109725,0,8068485,96094075.98768483
2,2,2005,41700110.0,2000000.0,57369780.527028345,0,18353657,119423547.52702835
2,2,2006,41700110.0,2000000.0,20139345.64891064,0,2695320,66534775.64891064
2,2,2007,41700110.0,2000000.0,61076793.62992114,0,27765821,132542724.62992114
2,2,2008,41814356.87671233,2000000.0,52295602.611085124,0,32547225,128657184.48779745
2,2,2009,41700110.0,2000000.0,15787968.846617397,0,12199636,71687714.8466174
2,2,2010,41700110.0,2000000.0,16971233.683962975,0,12117935,72789278.68396297
2,2,2011,41700110.0,2000000.0,62428771.20949033,0,18309722,124438603.20949033
2,2,2012,41814356.87671233,2000000.0,74830263.05928399,0,32811791,151456410.9359963
2,2,2013,41700110.0,2000000.0,23951591.67691959,0,12418693,80070394.6769196
2,2,2014,41700110.0,2000000.0,20596039.62069754,0,2703549,66999698.62069754
2,2,2015,41700110.0,2000000.0,49777593.961393036,0,22982843,116460546.96139303
2,2,2016,41814356.87671233,2000000.0,34767788.57454732,0,17586918,96169063.45125964
2,2,2017,41700110.0,2000000.0,41500823.48552788,0,7852592,93053525.48552787
2,2,2018,41700110.0,2000000.0,68641763.66985004,0,22533175,134875048.66985005
2,2,2019,41700110.0,2000000.0,23902068.714984532,0,12222488,79824666.71498454
2,2,2020,41814356.87671233,2000000.0,41373766.92842228,0,32787543,117975666.80513461
2,2,2021,41700110.0,2000000.0,22123592.17550048,0,2981449,68805151.17550048
