run,random_seed,time_based_availability,production_based_availability
1,1,0.9844788577078105,0.9843868211021898
2,2,0.9844222944710624,0.9843207825841163
3,3,0.9846195528177047,0.9845708456702229
4,4,0.9847940908053845,0.9846755436847844
5,5,0.9843297969427333,0.9841977014524285
6,6,0.9846678454635334,0.9845061168472516
7,7,0.9847186097802114,0.9846361553074786
8,8,0.9844724884021598,0.9842747180358434
9,9,0.9845017681953,0.9843298854459076
10,10,0.9845710700433493,0.9844952241569118
11,11,0.9844694463457297,0.9843258184245494
12,12,0.9847339151266256,0.9846735953655835
13,13,0.9845292417674348,0.9844542058731908
14,14,0.9845932200167313,0.9845298984833971
15,15,0.9845521522549243,0.9843860690240371
16,16,0.9846028215073389,0.9844927612753087
17,17,0.9845449273709027,0.9843235217415737
18,18,0.9844433987375466,0.9841187710154733
19,19,0.9848232755342612,0.9848059599826152
20,20,0.9844214388926915,0.9840686376840192
21,21,0.9843089778690395,0.9838811178795698
22,22,0.9841180888280477,0.9839207547840191
23,23,0.9846054833067154,0.9844371291844533
24,24,0.9845440717925318,0.9844572799238188
25,25,0.9845751578066773,0.984379785923101
26,26,0.9844654536466652,0.9843024472197315
27,27,0.9843748574036049,0.9841822438789409
28,28,0.9846326716860597,0.9845590813547053
29,29,0.9843491900524755,0.9840122641593577
30,30,0.9845529127690319,0.9843685544121936
